Rk,Player,Age,Tm,Pos,GP▼,GC,G,A,PTS,GC,PIM,S,G,A,PTS,GC,TGF,PGF,TGA,PGA,+/-,xGF,xGA,E+/-,OPS,DPS,PS,Att.,Made,Miss,Pct.
527,Travis Boyd\boydtr01,25,WSH,C,53,7,0.09,0.28,0.38,0.13,0.11,0.66,5,15,20,7,28,2,28,8,6,17.5,22.1,-4.6,1.0,0.7,1.7,0,,,
528,Igor Ozhiganov\ozhigig01,26,TOR,D,53,3,0.06,0.08,0.13,0.05,0.26,0.81,3,4,7,3,31,0,31,0,0,31.3,31.0,0.3,0.1,1.1,1.2,0,,,
529,Rocco Grimaldi\grimaro01,25,NSH,C,53,5,0.09,0.15,0.25,0.09,0.19,1.53,5,8,13,5,14,0,16,0,-2,24.5,18.7,5.9,0.4,0.5,0.9,0,,,
530,Mark Borowiecki\borowma01,29,OTT,D,53,2,0.02,0.08,0.09,0.03,1.68,1.11,1,4,5,2,27,0,53,14,-12,29.0,34.2,-5.1,-0.4,0.8,0.4,0,,,
531,Brett Ritchie\ritchbr01,25,DAL,RW,53,3,0.08,0.04,0.11,0.05,1.08,1.08,4,2,6,3,12,2,17,0,-7,13.9,20.4,-6.5,-0.4,0.5,0.1,0,,,
532,Colby Cave\caveco01,24,TOT,C,53,3,0.06,0.09,0.15,0.06,0.30,1.09,3,5,8,3,15,0,28,8,-5,24.8,22.7,2.1,-0.7,0.6,-0.1,0,,,
533,Henrik Lundqvist\lundqhe01,36,NYR,G,52,1,0.00,0.06,0.06,0.02,0.00,0.00,0,3,3,1,127,33,158,43,0,112.0,118.3,,0.0,0.0,9.0,0,,,
534,Danny DeKeyser\dekeyda01,28,DET,D,52,7,0.10,0.29,0.38,0.13,0.75,1.13,5,15,20,7,50,0,72,23,2,40.3,44.4,-4.1,1.1,2.6,3.8,0,,,
535,Connor Murphy\murphco02,25,CHI,D,52,5,0.10,0.15,0.25,0.09,0.77,1.62,5,8,13,5,49,0,58,20,12,36.3,48.8,-12.4,0.6,2.4,3.0,0,,,
536,Dennis Cholowski\cholode01,20,DET,D,52,6,0.13,0.17,0.31,0.12,0.31,1.37,7,9,16,6,45,16,50,1,-20,36.8,35.5,1.3,1.2,0.6,1.7,0,,,
537,Ryan Callahan\callary01,33,TBL,RW,52,6,0.13,0.19,0.33,0.12,0.27,1.46,7,10,17,7,27,1,26,7,7,20.8,19.4,1.4,0.8,0.8,1.5,0,,,
538,Jonathan Ericsson\ericsjo01,34,DET,D,52,2,0.06,0.04,0.10,0.04,0.67,0.92,3,2,5,2,26,0,50,14,-10,25.3,43.5,-18.2,-0.3,1.2,0.9,0,,,
539,Mario Kempe\kempema01,30,ARI,C,52,4,0.08,0.10,0.17,0.07,0.35,1.10,4,5,9,4,18,0,17,3,5,20.1,18.7,1.4,-0.3,1.1,0.8,0,,,
540,Ryan Spooner\spoonry01,27,TOT,C,52,3,0.06,0.12,0.17,0.06,0.04,1.29,3,6,9,3,15,4,22,0,-12,17.5,22.3,-4.7,-0.4,0.2,-0.2,0,,,
541,Jesper Bratt\brattje01,20,NJD,W,51,11,0.16,0.49,0.65,0.22,0.12,1.78,8,25,33,11,41,11,38,0,-8,29.9,33.0,-3.1,2.0,0.8,2.8,2,0,2,0.0
542,Tyler Ennis\ennisty01,29,TOR,C,51,8,0.24,0.12,0.35,0.16,0.04,1.59,12,6,18,8,22,7,21,0,-6,15.0,17.7,-2.8,1.6,0.2,1.8,1,0,1,0.0
543,Brett Seney\seneybr01,22,NJD,LW,51,5,0.10,0.16,0.25,0.10,0.61,0.96,5,8,13,5,17,1,30,0,-14,17.5,25.8,-8.3,0.4,0.2,0.6,0,,,
544,Ben Harpur\harpube01,24,OTT,D,51,2,0.02,0.08,0.10,0.03,1.10,0.98,1,4,5,2,27,0,53,13,-13,26.0,39.0,-12.9,-0.5,0.9,0.4,0,,,
545,Dale Weise\weiseda01,30,TOT,RW,51,4,0.10,0.12,0.22,0.08,0.37,1.14,5,6,11,4,15,0,34,11,-8,20.5,18.8,1.7,-0.1,0.3,0.2,0,,,
546,Matt Murray\murrama02,24,PIT,G,50,0,0.00,0.00,0.00,0.00,0.08,0.00,0,0,0,0,159,39,129,28,0,112.0,104.6,,0.0,0.0,10.4,0,,,
547,Carter Hutton\huttoca01,33,BUF,G,50,0,0.00,0.02,0.02,0.01,0.04,0.00,0,1,1,0,108,24,141,23,0,95.1,109.1,,0.0,0.0,8.3,0,,,
548,Craig Anderson\andercr01,37,OTT,G,50,1,0.00,0.04,0.04,0.01,0.00,0.00,0,2,2,1,136,29,162,27,0,87.1,118.2,,0.0,0.0,8.1,0,,,
549,Paul Stastny\stastpa01,33,VEG,C,50,15,0.26,0.58,0.84,0.31,0.60,2.06,13,29,42,15,59,9,46,9,14,44.6,33.3,11.3,3.1,1.6,4.7,0,,,
550,Jordan Staal\staaljo01,30,CAR,C,50,11,0.22,0.34,0.56,0.21,0.52,2.42,11,17,28,11,45,7,42,10,6,41.2,27.0,14.2,1.4,1.3,2.7,0,,,
551,Kevin Connauton\connake01,28,ARI,D,50,3,0.02,0.14,0.16,0.05,0.44,1.52,1,7,8,2,34,0,50,14,-2,29.4,36.9,-7.6,-0.2,2.4,2.3,0,,,
552,Sami Vatanen\vatansa01,27,NJD,D,50,6,0.08,0.26,0.34,0.12,0.44,2.14,4,13,17,6,46,8,64,10,-17,37.0,40.0,-3.0,0.8,1.4,2.2,0,,,
553,Adam McQuaid\mcquaad01,32,TOT,D,50,3,0.06,0.08,0.14,0.05,0.84,0.56,3,4,7,3,30,0,38,10,2,25.9,28.9,-3.1,0.1,1.8,1.9,0,,,
554,Madison Bowey\boweyma01,23,TOT,D,50,3,0.04,0.16,0.20,0.06,0.92,0.96,2,8,10,3,29,1,37,7,-1,23.4,33.5,-10.1,0.3,1.3,1.6,0,,,
555,Henrik Borgström\borgshe01,21,FLA,C,50,7,0.16,0.20,0.36,0.14,0.08,1.08,8,10,18,7,29,9,34,0,-14,20.0,22.7,-2.6,0.9,0.2,1.1,0,,,
556,Kiefer Sherwood\sherwki01,23,ANA,RW,50,5,0.12,0.12,0.24,0.10,0.16,1.20,6,6,12,5,21,0,21,1,1,18.7,30.7,-12.0,0.2,0.8,1.0,0,,,
557,Denis Malgin\malgide01,22,FLA,C,50,6,0.14,0.18,0.32,0.12,0.28,1.32,7,9,16,6,22,1,32,1,-10,19.5,23.0,-3.5,0.5,0.4,0.9,0,,,
558,Ty Rattie\rattity01,25,EDM,RW,50,4,0.08,0.14,0.22,0.08,0.08,1.68,4,7,11,4,22,5,19,0,-2,22.6,20.0,2.7,-0.1,0.6,0.5,1,0,1,0.0
559,Garrett Wilson\wilsoga01,27,PIT,LW,50,3,0.04,0.12,0.16,0.05,0.36,1.08,2,6,8,3,12,0,14,4,2,15.2,14.1,1.1,-0.1,0.5,0.4,0,,,
560,Semyon Varlamov\varlasi01,30,COL,G,49,0,0.00,0.00,0.00,0.00,0.04,0.00,0,0,0,0,138,33,136,34,0,104.9,101.6,,0.0,0.0,8.2,0,,,
561,Jacob Larsson\larssja01,21,ANA,D,49,1,0.00,0.10,0.10,0.03,0.33,1.16,0,5,5,1,26,0,37,7,-4,29.8,36.1,-6.2,-0.5,1.8,1.3,0,,,
562,Luke Kunin\kuninlu01,21,MIN,C,49,6,0.12,0.22,0.35,0.13,0.55,1.80,6,11,17,6,30,2,45,8,-9,28.8,26.6,2.1,0.1,0.8,0.9,1,0,1,0.0
563,Victor Rask\raskvi01,25,TOT,C,49,3,0.06,0.12,0.18,0.07,0.16,1.12,3,6,9,3,17,4,17,0,-4,17.2,19.8,-2.6,-0.4,0.6,0.2,0,,,
564,Devon Toews\toewsde01,24,NYI,D,48,6,0.10,0.27,0.38,0.13,0.08,1.69,5,13,18,6,35,6,22,0,7,38.8,27.9,11.0,1.3,2.5,3.8,0,,,
565,Mats Zuccarello\zuccama01,31,TOT,LW,48,14,0.25,0.58,0.83,0.29,0.50,2.17,12,28,40,14,60,23,59,14,-8,33.5,32.1,1.3,2.6,0.8,3.4,0,,,
566,Nathan Beaulieu\beaulna01,26,TOT,D,48,4,0.06,0.19,0.25,0.08,0.81,1.25,3,9,12,4,38,1,34,3,6,27.8,29.6,-1.8,0.6,2.1,2.7,0,,,
567,Mikko Koivu\koivumi01,35,MIN,C,48,10,0.17,0.44,0.60,0.21,0.46,1.85,8,21,29,10,43,15,40,10,-2,27.1,22.1,5.0,1.2,1.2,2.4,1,0,1,0.0
568,Nicolas Deslauriers\deslani01,27,MTL,LW,48,2,0.04,0.06,0.10,0.04,0.46,1.00,2,3,5,2,10,0,28,6,-12,12.6,16.4,-3.8,-0.6,0.0,-0.6,0,,,
569,Anton Stralman\stralan01,32,TBL,D,47,5,0.04,0.32,0.36,0.11,0.17,1.21,2,15,17,5,48,1,49,14,12,35.2,38.1,-2.9,0.7,2.4,3.1,0,,,
570,Conor Garland\garlaco01,22,ARI,RW,47,9,0.28,0.11,0.38,0.18,0.26,2.51,13,5,18,8,30,14,15,0,1,20.0,16.3,3.7,1.5,0.9,2.5,1,1,0,100.0
571,Andrew MacDonald\macdoan01,32,PHI,D,47,2,0.00,0.19,0.19,0.05,0.38,0.87,0,9,9,2,33,1,47,10,-5,24.8,28.3,-3.5,0.0,1.2,1.1,0,,,
572,Tyler Pitlick\pitlity01,27,DAL,C,47,5,0.17,0.09,0.26,0.11,0.13,1.60,8,4,12,5,22,3,26,5,-2,20.2,23.4,-3.2,0.2,0.8,1.1,0,,,
573,Tim Schaller\schalti01,28,VAN,LW,47,4,0.06,0.15,0.21,0.08,0.19,0.94,3,7,10,4,17,0,28,9,-2,17.4,19.8,-2.4,-0.1,0.6,0.5,0,,,
574,Phil Varone\varonph01,28,PHI,C,47,3,0.06,0.09,0.15,0.06,0.17,0.72,3,4,7,3,12,0,14,0,-2,11.0,14.3,-3.3,0.0,0.3,0.3,0,,,
575,Lukas Sedlak\sedlalu01,25,CBJ,C,47,3,0.09,0.04,0.13,0.06,0.21,0.91,4,2,6,3,12,0,20,3,-5,17.7,14.1,3.6,-0.2,0.3,0.1,0,,,
576,Ben Bishop\bishobe01,32,DAL,G,46,1,0.00,0.04,0.04,0.01,0.04,0.00,0,2,2,1,123,33,87,17,0,98.4,90.8,,0.0,0.0,10.8,0,,,
577,Robin Lehner\lehnero01,27,NYI,G,46,0,0.00,0.02,0.02,0.01,0.00,0.00,0,1,1,0,127,19,93,20,0,100.6,96.9,,0.0,0.0,10.2,0,,,
578,Tuukka Rask\rasktu01,31,BOS,G,46,1,0.00,0.04,0.04,0.01,0.09,0.00,0,2,2,1,134,29,108,21,0,97.1,87.3,,0.0,0.0,7.3,0,,,
579,Jake Allen\allenja01,28,STL,G,46,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,115,27,121,24,0,89.8,91.1,,0.0,0.0,6.5,0,,,
580,Jonathan Quick\quickjo01,33,LAK,G,46,1,0.00,0.04,0.04,0.01,0.13,0.00,0,2,2,1,110,18,149,28,0,87.3,95.6,,0.0,0.0,4.3,0,,,
581,Filip Hronek\hronefi01,21,DET,D,46,8,0.11,0.39,0.50,0.16,0.65,1.59,5,18,23,8,41,9,50,9,-10,28.1,35.2,-7.2,1.7,1.2,2.9,0,,,
582,Jesse Puljujarvi\puljuje01,20,EDM,RW,46,4,0.09,0.11,0.20,0.08,0.35,1.15,4,5,9,4,16,2,28,0,-14,17.9,22.6,-4.7,-0.2,0.1,-0.1,0,,,
583,David Rittich\rittida01,26,CGY,G,45,0,0.00,0.00,0.00,0.00,0.09,0.00,0,0,0,0,143,23,109,25,0,92.6,86.3,,0.0,0.0,7.0,0,,,
584,Christian Djoos\djoosch01,24,WSH,D,45,3,0.02,0.20,0.22,0.07,0.09,0.73,1,9,10,3,28,0,21,2,9,22.9,26.5,-3.6,0.3,1.6,2.0,0,,,
585,Christian Folin\folinch01,27,TOT,D,45,2,0.00,0.13,0.13,0.04,0.60,1.04,0,6,6,2,37,0,37,6,6,26.4,26.6,-0.2,-0.3,1.8,1.6,0,,,
586,Matt Irwin\irwinma01,31,NSH,D,44,2,0.02,0.14,0.16,0.05,0.86,1.14,1,6,7,2,20,0,16,1,5,20.1,18.5,1.6,0.2,1.5,1.7,0,,,
587,Andrew Mangiapane\mangian01,22,CGY,LW,44,6,0.18,0.11,0.30,0.13,0.27,1.48,8,5,13,6,22,0,11,0,11,20.5,12.8,7.7,0.8,0.8,1.6,1,0,1,0.0
588,Trevor Daley\daleytr01,35,DET,D,44,3,0.05,0.14,0.18,0.06,0.27,1.07,2,6,8,3,33,0,52,16,-3,27.6,38.4,-10.8,0.0,1.6,1.6,0,,,
589,Joakim Ryan\ryanjo02,25,SJS,D,44,2,0.00,0.16,0.16,0.04,0.34,0.80,0,7,7,2,30,0,32,1,-1,27.2,25.6,1.6,0.0,0.9,0.9,0,,,
590,Trevor Lewis\lewistr01,32,LAK,C,44,4,0.07,0.20,0.27,0.09,0.20,1.98,3,9,12,4,18,0,36,9,-9,19.8,21.5,-1.7,-0.2,0.5,0.3,0,,,
591,Markus Hannikainen\hannima01,25,CBJ,LW,44,3,0.09,0.07,0.16,0.07,0.05,1.18,4,3,7,3,10,0,15,0,-5,16.2,18.3,-2.0,0.0,0.3,0.2,0,,,
592,Thomas Greiss\greisth01,33,NYI,G,43,0,0.00,0.02,0.02,0.01,0.09,0.00,0,1,1,0,91,14,87,24,0,82.2,82.6,,0.0,0.0,8.7,0,,,
593,Roberto Luongo\luongro01,39,FLA,G,43,0,0.00,0.02,0.02,0.01,0.00,0.00,0,1,1,0,121,37,122,14,0,75.3,90.4,,0.0,0.0,5.3,0,,,
594,Mike Green\greenmi03,33,DET,D,43,8,0.12,0.49,0.60,0.20,0.65,2.14,5,21,26,8,47,5,46,3,-1,37.5,39.4,-2.0,2.0,2.0,3.9,0,,,
595,Zach Aston-Reese\astonza01,24,PIT,C,43,7,0.19,0.21,0.40,0.16,0.60,1.77,8,9,17,7,26,0,23,9,12,22.7,18.9,3.8,0.9,1.1,1.9,0,,,
596,Michael Amadio\amadimi01,22,LAK,C,43,5,0.14,0.16,0.30,0.12,0.14,0.86,6,7,13,5,22,1,22,0,-1,14.3,16.0,-1.8,0.7,0.6,1.3,0,,,
597,Gustav Forsling\forslgu02,22,CHI,D,43,3,0.07,0.14,0.21,0.07,0.70,1.33,3,6,9,3,21,1,37,8,-9,27.9,35.7,-7.9,0.3,0.4,0.7,0,,,
598,Boo Nieves\nievecr01,25,NYR,C,43,4,0.09,0.14,0.23,0.09,0.19,0.79,4,6,10,4,13,0,20,3,-4,13.4,19.0,-5.6,0.3,0.3,0.6,0,,,
599,Micheal Haley\haleymi01,32,TOT,C,43,2,0.05,0.09,0.14,0.05,1.74,0.79,2,4,6,2,11,0,13,0,-2,10.2,12.8,-2.6,-0.2,0.3,0.1,0,,,
600,Mike Smith\smithmi01,36,CGY,G,42,1,0.00,0.07,0.07,0.02,0.05,0.00,0,3,3,1,139,30,108,25,0,96.0,75.6,,0.0,0.0,4.6,0,,,
601,Dustin Byfuglien\byfugdu01,33,WPG,D,42,9,0.10,0.64,0.74,0.23,1.64,2.74,4,27,31,10,62,22,43,8,4,33.3,30.8,2.5,2.3,2.1,4.4,0,,,
602,Brad Hunt\huntbr01,30,TOT,D,42,5,0.12,0.17,0.29,0.11,0.19,1.79,5,7,12,5,28,12,18,0,-2,24.9,18.2,6.7,1.0,1.5,2.4,0,,,
603,Michael Del Zotto\delzomi01,28,TOT,D,42,3,0.02,0.21,0.24,0.07,0.19,1.07,1,9,10,3,30,0,45,13,-2,26.3,27.4,-1.1,0.2,1.6,1.8,0,,,
604,Jayce Hawryluk\hawryja01,23,FLA,C,42,5,0.17,0.12,0.29,0.12,0.38,0.83,7,5,12,5,16,1,23,0,-8,15.4,18.4,-3.0,0.8,0.2,1.0,0,,,
605,Lias Andersson\anderli01,20,NYR,C,42,2,0.05,0.10,0.14,0.05,0.69,0.98,2,4,6,2,10,0,24,1,-13,14.7,21.1,-6.4,-0.5,0.0,-0.4,0,,,
606,Anton Khudobin\khudoan01,32,DAL,G,41,0,0.00,0.00,0.00,0.00,0.05,0.00,0,0,0,0,83,12,95,23,0,77.6,83.2,,0.0,0.0,8.6,0,,,
607,Keith Kinkaid\kinkake01,29,NJD,G,41,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,108,23,129,22,0,79.0,84.7,,0.0,0.0,4.3,0,,,
608,Alex Biega\biegaal01,30,VAN,D,41,5,0.05,0.34,0.39,0.12,0.54,2.22,2,14,16,5,33,1,33,1,0,28.5,30.3,-1.8,1.0,1.8,2.7,0,,,
609,Radim Simek\simekra01,26,SJS,D,41,3,0.02,0.20,0.22,0.07,0.20,1.00,1,8,9,3,31,0,29,4,7,23.7,20.3,3.5,0.2,1.6,1.9,0,,,
610,Michael Grabner\grabnmi01,31,ARI,RW,41,7,0.22,0.17,0.39,0.17,0.20,1.59,9,7,16,7,22,0,28,4,-2,17.5,21.5,-4.0,1.0,0.8,1.8,0,,,
611,Joseph Morrow\morrojo02,26,WPG,D,41,2,0.02,0.15,0.17,0.05,0.49,0.98,1,6,7,2,29,0,30,0,0,22.1,26.4,-4.3,0.1,1.0,1.1,0,,,
612,Greg McKegg\mckeggr01,26,CAR,C,41,5,0.15,0.12,0.27,0.11,0.20,0.66,6,5,11,5,16,0,18,0,-2,16.9,18.3,-1.4,0.5,0.4,1.0,0,,,
613,Kevin Rooney\rooneke01,25,NJD,C,41,4,0.15,0.10,0.24,0.11,0.37,0.95,6,4,10,4,16,0,26,6,-4,16.0,18.1,-2.1,0.2,0.6,0.8,0,,,
614,Ilya Lyubushkin\lyubuil01,24,ARI,D,41,1,0.00,0.10,0.10,0.03,0.32,0.66,0,4,4,1,16,0,25,1,-9,19.9,23.7,-3.8,-0.3,0.9,0.6,0,,,
615,Stefan Noesen\noesest01,25,NJD,RW,41,3,0.07,0.12,0.20,0.07,0.68,1.56,3,5,8,3,14,1,32,0,-19,18.3,20.8,-2.4,-0.3,0.0,-0.3,1,0,1,0.0
616,Jaroslav Halak\halakja01,33,BOS,G,40,1,0.00,0.10,0.10,0.03,0.00,0.00,0,4,4,1,117,34,90,27,0,76.0,80.0,,0.0,0.0,8.0,0,,,
617,Petr Mrazek\mrazepe01,26,CAR,G,40,0,0.00,0.03,0.03,0.01,0.15,0.03,0,1,1,0,120,21,95,25,0,93.5,72.3,,0.0,0.0,6.6,0,,,
618,Nick Schmaltz\schmani01,22,TOT,C,40,9,0.18,0.45,0.63,0.22,0.20,1.55,7,18,25,9,41,17,39,3,-12,22.1,29.2,-7.0,1.3,0.3,1.6,0,,,
619,Thomas Hickey\hicketh01,29,NYI,D,40,1,0.00,0.10,0.10,0.03,0.83,1.18,0,4,4,1,29,0,37,14,5,29.8,29.2,0.6,-0.5,2.1,1.6,0,,,
620,Sheldon Dries\driessh01,24,COL,C,40,2,0.08,0.08,0.15,0.06,0.65,1.10,3,3,6,2,10,0,23,6,-7,11.3,13.1,-1.8,-0.1,0.1,0.0,0,,,
621,Juho Lammikko\lammiju01,23,FLA,RW,40,2,0.00,0.15,0.15,0.04,0.15,0.98,0,6,6,2,9,0,24,8,-7,11.2,13.8,-2.6,-0.6,0.3,-0.4,0,,,
622,Corey Crawford\crawfco01,34,CHI,G,39,1,0.00,0.10,0.10,0.03,0.00,0.00,0,4,4,1,102,13,108,21,0,83.4,88.7,,0.0,0.0,6.3,0,,,
623,Kevan Miller\milleke03,31,BOS,D,39,2,0.00,0.18,0.18,0.05,0.90,0.82,0,7,7,2,26,0,27,9,8,24.6,26.0,-1.4,-0.1,2.1,2.0,0,,,
624,Sean Walker\walkese01,24,LAK,D,39,4,0.08,0.18,0.26,0.09,0.21,1.41,3,7,10,4,25,1,32,0,-8,25.3,25.1,0.2,0.6,0.9,1.5,0,,,
625,Steven Santini\santist01,23,NJD,D,39,1,0.03,0.08,0.10,0.04,0.41,1.05,1,3,4,1,19,0,26,1,-6,19.5,24.6,-5.1,-0.3,1.2,0.9,0,,,
626,Jean-Gabriel Pageau\pageaje01,26,OTT,C,39,4,0.10,0.21,0.31,0.11,0.36,2.13,4,8,12,4,18,2,34,6,-12,21.0,26.5,-5.4,-0.4,0.3,0.0,0,,,
627,Matthew Peca\pecama01,25,MTL,C,39,3,0.08,0.18,0.26,0.09,0.10,0.90,3,7,10,4,8,0,26,4,-14,9.9,14.6,-4.7,0.2,-0.1,0.0,0,,,
628,Brandon Manning\mannibr01,28,TOT,D,39,2,0.05,0.05,0.10,0.04,0.64,0.85,2,2,4,2,20,0,49,14,-15,16.6,24.2,-7.5,-0.1,-0.2,-0.3,0,,,
629,Casey Nelson\nelsoca01,26,BUF,D,38,2,0.03,0.13,0.16,0.05,0.34,0.97,1,5,6,2,21,0,25,5,1,19.9,21.0,-1.1,0.0,1.6,1.6,0,,,
630,Carl Dahlstrom\dahlsca01,24,CHI,D,38,2,0.00,0.16,0.16,0.04,0.16,1.11,0,6,6,2,41,0,42,10,9,27.1,36.3,-9.2,-0.3,1.7,1.5,0,,,
631,Oliver Kylington\kylinol01,21,CGY,D,38,3,0.08,0.13,0.21,0.08,0.26,0.55,3,5,8,3,15,0,12,0,3,17.0,18.3,-1.3,0.5,1.0,1.5,0,,,
632,Henri Jokiharju\jokihhe01,19,CHI,D,38,3,0.00,0.32,0.32,0.08,0.42,1.63,0,12,12,3,36,4,41,3,-7,28.8,32.9,-4.1,0.3,0.5,0.8,0,,,
633,Cody McLeod\mcleoco01,34,TOT,LW,38,1,0.03,0.00,0.03,0.01,1.76,0.58,1,0,1,1,4,0,17,0,-13,8.6,13.3,-4.7,-0.5,-0.2,-0.7,0,,,
634,Philipp Grubauer\grubaph01,27,COL,G,37,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,104,26,89,23,0,70.2,73.1,,0.0,0.0,6.8,0,,,
635,Linus Ullmark\ullmali01,25,BUF,G,37,0,0.00,0.03,0.03,0.01,0.00,0.00,0,1,1,0,107,22,109,18,0,74.7,83.3,,0.0,0.0,5.8,0,,,
636,Tim Heed\heedti01,28,SJS,D,37,4,0.05,0.30,0.35,0.11,0.27,1.11,2,11,13,4,36,6,21,0,9,19.8,19.8,0.0,0.8,1.6,2.5,0,,,
637,Austin Watson\watsoau01,27,NSH,LW,37,6,0.19,0.24,0.43,0.17,1.05,1.73,7,9,16,6,28,1,26,10,11,16.2,20.6,-4.4,0.9,1.0,1.9,0,,,
638,Fredrik Claesson\claesfr01,26,NYR,D,37,2,0.05,0.11,0.16,0.06,0.24,1.19,2,4,6,2,21,0,28,9,3,22.9,23.4,-0.5,0.0,1.6,1.6,0,,,
639,Jan Rutta\ruttaja02,28,TOT,D,37,3,0.05,0.16,0.22,0.07,0.43,1.14,2,6,8,3,29,0,30,5,4,21.8,23.3,-1.5,0.3,1.2,1.5,0,,,
640,Juuso Riikola\riikoju01,25,PIT,D,37,2,0.05,0.08,0.14,0.05,0.27,1.16,2,3,5,2,26,4,19,0,3,22.7,22.4,0.3,0.0,1.2,1.2,0,,,
641,Miikka Salomaki\salommi01,25,NSH,RW,37,3,0.08,0.11,0.19,0.07,0.22,1.38,3,4,7,3,14,0,10,1,5,15.6,11.4,4.2,-0.1,0.6,0.6,0,,,
642,Josh Brown\brownjo01,25,FLA,D,37,1,0.03,0.03,0.05,0.02,0.76,0.76,1,1,2,1,12,0,18,3,-3,15.4,17.5,-2.0,-0.3,0.8,0.5,0,,,
643,Dmitrij Jaskin\jaskidm01,25,WSH,RW,37,3,0.05,0.16,0.22,0.07,0.16,1.30,2,6,8,3,13,0,20,1,-5,14.9,15.6,-0.6,0.0,0.1,0.1,0,,,
644,Tom Pyatt\pyattto01,31,OTT,C,37,1,0.00,0.05,0.05,0.01,0.05,0.78,0,2,2,1,6,0,31,9,-16,10.1,15.9,-5.8,-1.0,-0.1,-1.1,0,,,
645,Casey DeSmith\desmica01,27,PIT,G,36,0,0.00,0.00,0.00,0.00,0.06,0.00,0,0,0,0,105,15,89,17,0,77.4,70.5,,0.0,0.0,6.6,0,,,
646,Anders Nilsson\nilssan01,28,TOT,G,36,0,0.00,0.03,0.03,0.01,0.00,0.00,0,1,1,0,91,17,100,21,0,71.2,75.8,,0.0,0.0,5.9,0,,,
647,James Reimer\reimeja01,30,FLA,G,36,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,94,22,92,18,0,62.1,64.9,,0.0,0.0,4.2,0,,,
648,Lukas Radil\radillu01,28,SJS,C,36,5,0.19,0.11,0.31,0.13,0.17,1.11,7,4,11,5,18,0,11,0,7,12.7,13.0,-0.3,0.7,0.6,1.3,0,,,
649,Mason Appleton\applema01,23,WPG,C,36,4,0.08,0.19,0.28,0.10,0.11,0.81,3,7,10,4,17,0,9,1,9,13.0,11.6,1.4,0.5,0.7,1.1,0,,,
650,Rudolfs Balcers\balceru01,21,OTT,LW,36,5,0.14,0.25,0.39,0.14,0.28,1.33,5,9,14,5,19,7,20,1,-7,16.4,19.1,-2.7,0.6,0.2,0.9,0,,,
651,Kevin Gravel\graveke01,26,EDM,D,36,1,0.00,0.08,0.08,0.02,0.11,1.22,0,3,3,1,17,0,24,5,-2,15.5,18.3,-2.8,-0.3,1.0,0.6,0,,,
652,Tom Kuhnhackl\kuhnhto01,27,NYI,RW,36,4,0.11,0.14,0.25,0.10,0.28,0.83,4,5,9,4,18,1,21,5,1,14.4,20.1,-5.7,0.0,0.6,0.6,0,,,
653,Anthony Bitetto\bitetan01,28,TOT,D,36,1,0.00,0.08,0.08,0.02,0.33,0.83,0,3,3,1,12,0,20,1,-7,13.6,20.5,-6.9,-0.2,0.6,0.3,0,,,
654,Jonathan Bernier\bernijo01,30,DET,G,35,0,0.00,0.00,0.00,0.00,0.00,0.03,0,0,0,0,72,14,98,13,0,57.3,75.3,,0.0,0.0,5.1,0,,,
655,Cam Talbot\talboca01,31,TOT,G,35,0,0.00,0.03,0.03,0.01,0.00,0.00,0,1,1,0,87,21,107,28,0,66.0,67.1,,0.0,0.0,3.6,0,,,
656,Jason Demers\demerja01,30,ARI,D,35,3,0.06,0.17,0.23,0.08,0.34,1.11,2,6,8,3,26,2,21,5,9,23.1,26.9,-3.8,0.2,2.7,2.8,0,,,
657,Steven Kampfer\kampfst01,30,BOS,D,35,2,0.09,0.09,0.17,0.07,0.63,1.14,3,3,6,2,17,2,25,4,-6,18.9,17.3,1.5,0.3,0.7,0.9,0,,,
658,Alexander Petrovic\petroal01,26,TOT,D,35,1,0.00,0.06,0.06,0.02,0.74,1.34,0,2,2,1,11,0,32,6,-15,17.6,25.1,-7.6,-0.5,0.1,-0.4,0,,,
659,Connor Carrick\carrico01,24,TOT,D,34,4,0.06,0.26,0.32,0.10,0.56,1.24,2,9,11,4,18,1,30,0,-13,21.5,21.1,0.4,0.6,0.5,1.1,0,,,
660,Saku Maenalanen\maenasa01,24,CAR,RW,34,3,0.12,0.12,0.24,0.10,0.59,1.06,4,4,8,3,13,0,14,1,0,11.9,12.5,-0.6,0.3,0.4,0.7,0,,,
661,Joey Anderson\anderjo08,20,NJD,RW,34,3,0.12,0.09,0.21,0.09,0.18,1.44,4,3,7,3,12,0,19,0,-7,15.9,15.9,0.0,-0.1,0.3,0.2,0,,,
662,Luke Witkowski\witkolu01,28,DET,D,34,1,0.00,0.06,0.06,0.02,0.68,0.41,0,2,2,1,12,0,19,2,-5,11.2,16.3,-5.1,-0.2,0.3,0.1,0,,,
663,Alexandar Georgiev\georgal01,22,NYR,G,33,1,0.00,0.06,0.06,0.02,0.06,0.00,0,2,2,1,89,11,91,14,0,61.1,77.2,,0.0,0.0,6.3,0,,,
